epoch,train_loss,val_loss,lr,accuracy,balanced_accuracy,precision_macro,recall_macro,macro_f1,weighted_f1,roc_auc_ovr_macro
1,1.343665928355718,1.1229827404022217,0.001,0.5442622950819672,0.553032106638744,0.60661168329968,0.553032106638744,0.5418460287340742,0.5506952526118856,0.8087998180911378
2,1.0380698446500098,0.9537714719772339,0.001,0.6655737704918033,0.638569377674105,0.664138304224511,0.638569377674105,0.6308221099887767,0.6512297841806038,0.8846412267587955
3,0.9144204725653439,0.8637150526046753,0.001,0.7081967213114754,0.6937374262528538,0.7020022518692102,0.6937374262528538,0.6967529727054351,0.7103782651752295,0.9125309711482078
4,0.845300123045,0.8325663208961487,0.001,0.7049180327868853,0.7060452668265509,0.7288673968085733,0.7060452668265509,0.6887197504372912,0.6991827122682494,0.9269297543650163
5,0.8121109974586358,0.8004826903343201,0.001,0.7639344262295082,0.7533797053492673,0.7623004912171605,0.7533797053492673,0.7556324860141119,0.7652564876274223,0.9368752768141427
6,0.7792576551437378,0.793681263923645,0.001,0.7704918032786885,0.7551852693106141,0.7761839283243392,0.7551852693106141,0.7583190437973539,0.7690763499628556,0.9426370120108072
7,0.7622582245681245,0.7676299810409546,0.001,0.7672131147540984,0.7627328292775291,0.7723554176537233,0.7627328292775291,0.7584331091793779,0.7665201285950001,0.9462461806832225
8,0.742247085652109,0.7509965896606445,0.001,0.7901639344262295,0.7872552972891383,0.7916703229203229,0.7872552972891383,0.7851704567406397,0.7928510266984958,0.9517121002497002
9,0.7212661492622505,0.7395151853561401,0.001,0.8032786885245902,0.7962161239523244,0.8022766065987398,0.7962161239523244,0.798072263231263,0.8056216746136221,0.955437771429248
10,0.7065005187260902,0.7257618308067322,0.001,0.8131147540983606,0.8046636099563782,0.808318393094595,0.8046636099563782,0.8057965230462021,0.8140759368767113,0.9564621339225835
11,0.69038454698304,0.7199395298957825,0.001,0.819672131147541,0.813867951379445,0.8170036764705882,0.813867951379445,0.8148290803383054,0.821735727273459,0.9580957602403323
12,0.676748952623141,0.7158602476119995,0.001,0.8163934426229508,0.8125468952004836,0.8153442474094648,0.8125468952004836,0.8122572496203226,0.818710047492076,0.9584015569441509
13,0.6658063730951083,0.7158795595169067,0.001,0.819672131147541,0.8123700393779925,0.8194208746147653,0.8123700393779925,0.8147512864493995,0.8217799398250991,0.9594715401867405
14,0.6568510407108371,0.7085864543914795,0.001,0.8131147540983606,0.8049763053910248,0.8149022589279205,0.8049763053910248,0.808329524863296,0.8146045907738154,0.9598280930308589
15,0.6493319113375777,0.6987088918685913,0.001,0.8163934426229508,0.8096793455976056,0.8154199610968544,0.8096793455976056,0.811652161112342,0.8175097107352725,0.9607741731442386
16,0.6415363917916508,0.6957377195358276,0.0005,0.8131147540983606,0.8076140426865119,0.8100126012553338,0.8076140426865119,0.8083180708180708,0.8147567004944054,0.9614684469919539
17,0.6382468659999007,0.6958780288696289,0.0005,0.819672131147541,0.8141806468140916,0.8169658099690731,0.8141806468140916,0.8150021487211405,0.8217589320548798,0.9624949477199509
18,0.6341035075106863,0.6919047832489014,0.0005,0.8163934426229508,0.8116463007510281,0.8134199134199134,0.8116463007510281,0.8120296203474335,0.818092481617377,0.9628398111508778
19,0.630560452251111,0.6886439323425293,0.0005,0.8229508196721311,0.8169167318672499,0.8200954037678386,0.8169167318672499,0.8179825518556929,0.8242727800147419,0.9632489187006863
20,0.6273767574358795,0.6871263980865479,0.0005,0.819672131147541,0.8140242990967683,0.8191428049861785,0.8140242990967683,0.8159528082618999,0.8213743850398725,0.9642008049632105
21,0.6242379406751213,0.684101402759552,0.0005,0.819672131147541,0.8141806468140916,0.8186326848804628,0.8141806468140916,0.8157937778872739,0.8215038159820247,0.9649996654245678
22,0.6209428936748181,0.6798123121261597,0.0005,0.819672131147541,0.813867951379445,0.8165831854012602,0.813867951379445,0.8147552320291174,0.8211913005862259,0.9654439835715318
23,0.6183484342138647,0.6765303611755371,0.0005,0.8262295081967214,0.8199655123550548,0.8236912431312202,0.8199655123550548,0.8212134885024385,0.8273518203559092,0.9657923376083171
24,0.6161379327208308,0.6748865246772766,0.0005,0.8262295081967214,0.8199655123550548,0.8236912431312202,0.8199655123550548,0.8212134885024385,0.8273518203559092,0.9662989113311431
25,0.6142859699362415,0.6757824420928955,0.0005,0.8163934426229508,0.8101483887495755,0.8165640231659531,0.8101483887495755,0.8124563260095412,0.8183083020235432,0.9671985325314563
26,0.6110665729490378,0.671097457408905,0.0005,0.8295081967213115,0.8267918554323813,0.8271041174597946,0.8267918554323813,0.8259543088490457,0.8309041519308992,0.9674156070551698
27,0.60906308343855,0.668793261051178,0.0005,0.8360655737704918,0.8310788089718919,0.8335555756090942,0.8310788089718919,0.8315847573479151,0.8369995585087906,0.9676670029108347
28,0.606160281472287,0.6689490079879761,0.0005,0.8295081967213115,0.8221871629834717,0.829295688085407,0.8221871629834717,0.8246019460415746,0.8304701242015357,0.9683935339522898
29,0.6045428011376979,0.6691383719444275,0.0005,0.8295081967213115,0.8221871629834717,0.8306161864736049,0.8221871629834717,0.8250396856178766,0.8305816824095102,0.969013436629733
30,0.6024655851267152,0.6649298071861267,0.0005,0.8327868852459016,0.8272028986246991,0.8301657820127709,0.8272028986246991,0.8281581031776619,0.833990959603043,0.9695384686913395
