cohort,class,n,precision,recall,f1
hyamd,CONTROL,206,0.7772,0.7621,0.7696
hyamd,AMD,94,0.5,0.5213,0.5104
hyamd,MACRO (2 cls),300,0.6386,0.6417,0.64
