epoch,train_loss,val_loss,lr,accuracy,balanced_accuracy,precision_macro,recall_macro,macro_f1,weighted_f1,roc_auc_ovr_macro
1,1.2886268639968614,1.034120798110962,0.001,0.6327868852459017,0.6164623087155862,0.6092564246075113,0.6164623087155862,0.6061731939668553,0.6218876969712628,0.8499614127576354
2,1.0016134288351415,0.8929965496063232,0.001,0.6885245901639344,0.6687527207419522,0.6729721532843034,0.6687527207419522,0.6689573177236563,0.6878860788280975,0.8933907866142813
3,0.8770761938418372,0.8437079787254333,0.001,0.7114754098360656,0.7008014810558582,0.7027728177849244,0.7008014810558582,0.6958437788771807,0.708943633974853,0.9123847691816204
4,0.8309488866288783,0.8098688125610352,0.001,0.7540983606557377,0.7415675532730693,0.7455272797378061,0.7415675532730693,0.742498980312291,0.7546045375447517,0.9258909855474674
5,0.7926092677197214,0.7901052236557007,0.001,0.7770491803278688,0.7633413275446397,0.7710682174967889,0.7633413275446397,0.7641114825399169,0.774573093038085,0.9343922441267523
6,0.7690892979250116,0.7722798585891724,0.001,0.7672131147540984,0.759976236119203,0.7628638191673688,0.759976236119203,0.7606877934527432,0.7694398550755626,0.939835313827188
7,0.7457582116127014,0.759347140789032,0.001,0.7836065573770492,0.775532833992874,0.7782553943198532,0.775532833992874,0.775939710176569,0.7850473910203911,0.9428483076575218
8,0.720930494696407,0.7550287842750549,0.001,0.7770491803278688,0.7636453640015488,0.7786851026342274,0.7636453640015488,0.7669840886172716,0.7773179295739533,0.9463444791727137
9,0.7054978540388205,0.7381603121757507,0.001,0.7901639344262295,0.7826506048402287,0.7858920729029426,0.7826506048402287,0.7825446266186527,0.7912607262202059,0.9486003432183006
10,0.6849002559306258,0.7294037342071533,0.001,0.7836065573770492,0.7775365214413302,0.7794258614175171,0.7775365214413302,0.7772283828707522,0.7852548853016011,0.9510493887538338
11,0.6708863318976709,0.7236849665641785,0.001,0.7868852459016393,0.7807416496464584,0.7830166543982333,0.7807416496464584,0.7810539466796294,0.788329413058685,0.9530378008134046
12,0.6576511718459048,0.721335768699646,0.001,0.7934426229508197,0.7840818579042916,0.7887721898827134,0.7840818579042916,0.7848139559912726,0.7939807606774231,0.9538171984331834
13,0.6471578367685867,0.718397855758667,0.001,0.7901639344262295,0.7816217359907461,0.7882659772620124,0.7816217359907461,0.7837966933041308,0.7919998082194407,0.9563627789286955
14,0.6387202072951753,0.7090080976486206,0.001,0.8,0.7952164221857472,0.7967142772643467,0.7952164221857472,0.7948353635008589,0.8017148316298152,0.9579762745275
15,0.6312612860889758,0.7020125389099121,0.001,0.8032786885245902,0.7972817250968408,0.8002991452991453,0.7972817250968408,0.7975798973434785,0.8046849968523023,0.9597753834033478
16,0.6221921076208858,0.7006505131721497,0.001,0.8131147540983606,0.8065390230048074,0.8125150181229417,0.8065390230048074,0.8082224400455273,0.8153308960659023,0.9617525139217544
17,0.6162811731888076,0.6882604360580444,0.001,0.8098360655737705,0.8042892990590943,0.8062681561859193,0.8042892990590943,0.8046152172990408,0.8109476254485898,0.9629394339670219
18,0.6113551976317066,0.6826658248901367,0.001,0.8295081967213115,0.8227383297032469,0.8272088128471107,0.8227383297032469,0.8234677719821162,0.8293539737607193,0.9637776132041479
19,0.6068035711676387,0.6877805590629578,0.001,0.8360655737704918,0.8285887604159907,0.8356016172732814,0.8285887604159907,0.8300890659791398,0.8371613901413926,0.9652981230429719
20,0.6013720589169002,0.6745396256446838,0.001,0.8229508196721311,0.8186811884711271,0.8209039281613908,0.8186811884711271,0.8180418288152927,0.8239936050953929,0.9655555860085879
21,0.5997579578625953,0.6693943738937378,0.001,0.8295081967213115,0.823951619587349,0.8274001190130222,0.823951619587349,0.8240878461977729,0.8299417462519131,0.9666805537293952
22,0.5940044225272486,0.6725127696990967,0.001,0.839344262295082,0.832345055340894,0.8370562934093747,0.832345055340894,0.8336638278572868,0.8402973851781601,0.9679901718769488
23,0.5864397360106646,0.6596320271492004,0.001,0.819672131147541,0.8164595378427102,0.8176678108314264,0.8164595378427102,0.8150741639616164,0.820569526836148,0.9682276424235196
24,0.586694234508579,0.6588172912597656,0.001,0.8327868852459016,0.8253922911885999,0.8307469411777915,0.8253922911885999,0.8272078219596868,0.8329435383364286,0.969146372275723
25,0.5818771847223831,0.6606278419494629,0.001,0.8327868852459016,0.8237380314698242,0.8317710725591949,0.8237380314698242,0.8261820140423961,0.8328077425051486,0.9696483808720934
26,0.5788214239023499,0.6539690494537354,0.001,0.8360655737704918,0.8323288311510278,0.8340735978893874,0.8323288311510278,0.8320508576326575,0.8368523104729133,0.9698002966109183
27,0.5743372917175293,0.6577267050743103,0.0005,0.8360655737704918,0.8291766594307995,0.8337507215196516,0.8291766594307995,0.8304655269937471,0.8368679171827174,0.9701712944695644
28,0.573414732642093,0.6594700813293457,0.0005,0.8491803278688524,0.8409402300845336,0.8476156559489894,0.8409402300845336,0.8425084865245744,0.8494212854940707,0.9706674268196471
29,0.5720015800605386,0.6481943130493164,0.0005,0.8295081967213115,0.8241908504319281,0.8262314252303129,0.8241908504319281,0.8248022475959687,0.830257707641336,0.9708699359634485
30,0.5704121969513974,0.6445389986038208,0.0005,0.8360655737704918,0.8302884114075378,0.833153765034697,0.8302884114075378,0.830990662358267,0.8363776338024049,0.9711354377715858
