epoch,train_loss,val_loss,lr,accuracy,balanced_accuracy,precision_macro,recall_macro,macro_f1,weighted_f1,roc_auc_ovr_macro
1,0.568976467756864,0.41840564274283315,0.001,0.8796296296296297,0.8826940271264991,0.879688907940896,0.8826940271264991,0.8793998390735687,0.8798663835358743,0.9574179918066756
2,0.4192007872150777,0.37592407856038007,0.001,0.9074074074074074,0.9099827703876397,0.9068487876587069,0.9099827703876397,0.907160337885845,0.9075847906536573,0.9697467758404505
3,0.38664725180870857,0.357918215964837,0.001,0.916005291005291,0.9174080808116435,0.9148729562217797,0.9174080808116435,0.9156436442135478,0.916133145931665,0.9737199914645522
4,0.367499924052733,0.35267386218858143,0.001,0.9226190476190477,0.9254920667951687,0.9221974129966122,0.9254920667951687,0.9224281841107221,0.9227691935789303,0.9736035989962031
5,0.3555329286104796,0.3469549382805194,0.001,0.9226190476190477,0.9247831308515873,0.921741931869117,0.9247831308515873,0.9223620025673941,0.922757911037757,0.9742772644948302
6,0.34764742858122244,0.3470348711051638,0.001,0.919973544973545,0.9227074651660268,0.9194607970096389,0.9227074651660268,0.9197654607131345,0.9201275813741087,0.9736776669306072
7,0.3422029893507437,0.34133709864641626,0.001,0.9193121693121693,0.92091837184572,0.9182277749060357,0.92091837184572,0.9189855805717178,0.9194414440219315,0.9754888042790104
8,0.3372649338741039,0.3405028936408815,0.001,0.9206349206349206,0.9246147144769304,0.9213688825109596,0.9246147144769304,0.9205259026687598,0.9207867670877874,0.9761271993326831
9,0.33354383854642233,0.33928112015522344,0.0005,0.9226190476190477,0.9264373147199438,0.9231353417140298,0.9264373147199438,0.9225010437370738,0.9227690525537601,0.975986117552866
10,0.33127457611402245,0.33673381758114646,0.0005,0.9226190476190477,0.9258465347669593,0.922504776635429,0.9258465347669593,0.9224575619262527,0.9227711718224053,0.9764393427705288
11,0.3290257863925645,0.33588653802871704,0.0005,0.923941798941799,0.9274160695674256,0.924061994778945,0.9274160695674256,0.9238009762835578,0.924091287609778,0.9767708849530992
12,0.3273775318308725,0.33662637910514914,0.0005,0.9212962962962963,0.9251040919006714,0.9218124422543887,0.9251040919006714,0.9211762752539467,0.9214488654179269,0.9765663163723642
13,0.32628043137947693,0.3335805822301794,0.0005,0.9259259259259259,0.9285297338668577,0.9252896999651712,0.9285297338668577,0.9257179753516185,0.9260662925635834,0.9769119667329164
14,0.32426331047019114,0.33426185685490806,0.0005,0.9246031746031746,0.9281417589723603,0.9247857056621998,0.9281417589723603,0.9244678464256668,0.9247511897973238,0.977031886245761
15,0.32347297742254894,0.3337286139922167,0.0005,0.9246031746031746,0.9281417589723603,0.9247857056621998,0.9281417589723603,0.9244678464256668,0.9247511897973238,0.9772452724377345
16,0.3212429585561195,0.33032581210136414,0.0005,0.9252645502645502,0.9276858884713259,0.9245168743873406,0.9276858884713259,0.9250386639494046,0.9254033478798809,0.9778448700019575
17,0.32009715336974814,0.33211192062922884,0.0005,0.9246031746031746,0.9268420430757944,0.9237571672429641,0.9268420430757944,0.9243584635071539,0.9247397575404885,0.9770142510232838
18,0.31916838740190373,0.33105009084656123,0.00025,0.9246031746031746,0.927314667038182,0.9240481961446585,0.927314667038182,0.924401989421331,0.9247476152465494,0.9773546108170929
19,0.3182193534606958,0.33056086081045644,0.00025,0.9232804232804233,0.9263359121907002,0.9230058564052135,0.9263359121907002,0.9231060606060606,0.92343056891668,0.9778184171682417
20,0.31747712871543,0.33032022203717915,0.00025,0.9246031746031746,0.9275509790193759,0.9242292475594371,0.9275509790193759,0.9244221429861776,0.9247499569953341,0.9777496398005812
