epoch,train_loss,val_loss,lr,accuracy,balanced_accuracy,precision_macro,recall_macro,macro_f1,weighted_f1,roc_auc_ovr_macro
1,1.0433462845566193,0.9146148493307635,0.001,0.7808473252635689,0.8023644003244698,0.745289977085543,0.8023644003244698,0.751725151588292,0.7944200721642048,0.9541799831982125
2,0.8814333835020581,0.8672810237140499,0.001,0.8282897305739946,0.8333625642143908,0.7774083868612558,0.8333625642143908,0.7943010339029097,0.8357377334090039,0.9622290085655175
3,0.8545111496439945,0.8469148072261728,0.001,0.8407848496680984,0.8408298365952351,0.7923494173026392,0.8408298365952351,0.8081460948006179,0.8466332401878496,0.9653912115114738
4,0.8424870780583017,0.8389689171514396,0.001,0.8442014837953924,0.8454464287250368,0.7953285531315204,0.8454464287250368,0.8131866499583829,0.8499081645905322,0.9673472558113283
5,0.8396242142608561,0.8421996992018855,0.001,0.8270206950409996,0.8440040350121117,0.7898408235874304,0.8440040350121117,0.8024940056437266,0.8361499788356511,0.9684768806184069
6,0.833657002870907,0.8447230886966165,0.001,0.8320968371729793,0.8490796439090521,0.7899403911473397,0.8490796439090521,0.8046764415040792,0.8404464344730533,0.9693464579968707
7,0.836570207375517,0.8457326857385483,0.001,0.8128660679422101,0.8346432015325433,0.7966892806343918,0.8346432015325433,0.7972701652650296,0.825410111952339,0.9696585839982672
8,0.8326304616355513,0.8236678747263144,0.001,0.8500585708707536,0.8488405657317947,0.801172715209763,0.8488405657317947,0.8184680380689693,0.8552930354908731,0.9694300893480494
9,0.8286095536207639,0.8355952282754391,0.001,0.8350253807106599,0.8468557313816976,0.7965781305724703,0.8468557313816976,0.8084755096544824,0.8427635085048298,0.9699799023245939
10,0.8313247545119777,0.8443792437213047,0.001,0.8263373682155408,0.8434181432105647,0.7893560962432337,0.8434181432105647,0.7997308933754586,0.8349877329761097,0.9696725869279581
11,0.8262820789930762,0.817162296912578,0.001,0.866751269035533,0.8516466765504356,0.8227194041122785,0.8516466765504356,0.8342378431053523,0.8689461725316935,0.9703572144717095
12,0.8299538939377302,0.8360494900056973,0.001,0.832194455290902,0.8461687384732373,0.7973376410008541,0.8461687384732373,0.8097319901694611,0.8410262322830961,0.9700983300897589
13,0.8271163174894445,0.8185792042146852,0.001,0.8523037875829754,0.8480830627984915,0.8195893881153095,0.8480830627984915,0.8270078130871161,0.8578426733213002,0.9706219231033406
14,0.8294878495085155,0.8223904864669823,0.001,0.8574775478328778,0.8530500814185143,0.8102019571046095,0.8530500814185143,0.8256751716604002,0.8615159837642149,0.9699046320756466
15,0.8300301474323626,0.8109447585563555,0.001,0.8703631393986724,0.8518813300421845,0.8310987172531817,0.8518813300421845,0.8399258767083821,0.8722637395558855,0.9708486947931219
16,0.830152931278051,0.8471952953733349,0.001,0.8230183522061695,0.8456314644493992,0.7779118091774819,0.8456314644493992,0.7929353920861361,0.8326830760849526,0.9697087975568484
17,0.8272913811648613,0.8228522392745504,0.001,0.853963295587661,0.8537890469087631,0.808653066695573,0.8537890469087631,0.8240206231719154,0.8589400009059777,0.9705006324570442
18,0.828962903813302,0.8261256046660101,0.001,0.8513276064037485,0.8481338687256562,0.8095846001030497,0.8481338687256562,0.8215129509828398,0.8559279739465749,0.9699118280826992
19,0.8307721236544756,0.8263163919888266,0.001,0.8409800859039438,0.8503878239536452,0.8026651696058832,0.8503878239536452,0.81568997003584,0.8484157080961735,0.970376775859118
20,0.8218115052732078,0.8188396630367233,0.0005,0.8575751659508005,0.8540766998534208,0.8132643965551001,0.8540766998534208,0.8280995596797026,0.8620442726099165,0.9707209983519061
21,0.824582017758151,0.8267606743515027,0.0005,0.8482038266302225,0.8529912218110436,0.8009693985023091,0.8529912218110436,0.8186042031401233,0.8541516435013631,0.9702509370437937
22,0.8240901268943862,0.8272463460305574,0.0005,0.8475204998047637,0.8532305472975762,0.7991449193037854,0.8532305472975762,0.817587856583839,0.8535057486929037,0.969994897618915
